,barcode,category,categoryCode,name,topBrand,brandCode
1113,511111916239,Candy & Sweets,CANDY_AND_SWEETS,test brand @1598711019491,,TEST BRANDCODE @1598711019491
1114,511111116318,Baking,BAKING,test brand @1598813501461,,
1115,511111403128,,,Raisin Bran,,
1116,511111205500,Beverages,,Sierra Mist,,SIERRA MIST
1117,511111016410,Candy & Sweets,CANDY_AND_SWEETS,test brand @1598881572443,,TEST BRANDCODE @1598881572443
1118,511111015741,Baking,BAKING,test brand @1598290603646,,TEST BRANDCODE @1598290603646
1119,511111616535,Baking,BAKING,test brand @1599159969108,,TEST BRANDCODE @1599159969108
1120,511111803676,,,Glaceau smartwater,,
1121,511111703495,,,LandShark,,
1122,511111917830,Bread & Bakery,BREAD_AND_BAKERY,Oroweat,0.0,OROWEAT
1123,511111403562,,,Bud Light,,
1124,511111701576,Snacks,,Rold Gold,,ROLD GOLD
1125,511111119838,Baking,BAKING,test brand @1611088503815,0.0,TEST BRANDCODE @1611088503815
1126,511111717034,Baking,BAKING,test brand @1602694015991,,TEST BRANDCODE @1602694015992
1127,511111815174,Baking,BAKING,test brand @1595968942895,,TEST BRANDCODE @1595968942896
1128,511111104308,Beverages,,V8 Splash,0.0,V8 SPLASH
1129,511111404675,Personal Care,,Kotex,0.0,KOTEX
1130,511111505082,Magazines,,Midwest Living,,511111505082
1131,511111901211,Deli,,Oscar Mayer Carving Board,,
1132,511111405467,Beverages,,Ocean Spray Juices,,OCEAN SPRAY
1133,511111305798,Health & Wellness,,ONE A DAY® ESSENTIAL,,511111305798
1134,511111202394,Frozen,,Bagel Bites,0.0,BAGEL BITES
1135,511111405184,,,Do It Yourself,,
1136,511111601951,Dairy,,Polly-O,0.0,POLLY-O
1137,511111202165,Beverages,,Gevalia Iced Coffee,0.0,
1138,511111900054,Beauty & Personal Care,,Sunsilk,,SUNSILK
1139,511111401209,Baking,,Baker's,0.0,BAKER'S
1140,511111504344,Grocery,,Ecce Panis,0.0,ECCE PANIS
1141,511111405306,Magazines,,Do It Yourself Special Edition Magazine,,511111405306
1142,511111315230,Cleaning & Home Improvement,CLEANING_AND_HOME_IMPROVEMENT,AIR WICK®,0.0,AIR WICK
1143,511111903345,Beer Wine Spirits,,Hamm's Beer,0.0,HAMM'S
1144,511111202516,,,Corona,,
1145,511111716594,Baking,BAKING,test brand @1599849713740,,TEST BRANDCODE @1599849713740
1146,511111703105,,,Bellatoria,,
1147,511111306238,Breakfast & Cereal,,Monster's Cereal,,MONSTERS CEREAL
1148,511111905523,Beverages,,Tazo Bottled Teas,, TAZO BOTTLED TEAS
1149,511111400554,Personal Care,,TONI&GUY,0.0,TONI&GUY
1150,511111005377,Magazines,,Modern Farmhouse Magazine,,511111005377
1151,511111905479,Magazines,,Weight Watchers Special Edition Magazine ,,511111905479
1152,511111715559,Baking,BAKING,test brand @1597935986434,,TEST BRANDCODE @1597935986434
1153,511111101017,Beer Wine Spirits,,Mickey's,0.0,MICKEY'S
1154,511111302346,Beverages,,Crystal Light,0.0,CRYSTAL LIGHT
1155,511111000396,Beer Wine Spirits,,Coors Extra Gold,,COORS EXTRA GOLD
1156,511111617853,Grocery,GROCERY,D'Italiano,0.0,D ITALIANO
1157,511111303015,,,DASANI,,
1158,511111716648,Baking,BAKING,test brand @1600291349042,,TEST BRANDCODE @1600291349043
1159,511111501619,Beverages,,Pepsi Max,0.0,
1160,511111401155,Deli,,Claussen,0.0,CLAUSSEN
1161,511111403845,Beer Wine Spirits,,Blue Moon,0.0,BLUE MOON
1162,511111116752,Baking,BAKING,test brand @1601644365844,,
1163,511111706328,Breakfast & Cereal,,Dippin Dots® Cereal,,DIPPIN DOTS CEREAL
1164,511111416173,Candy & Sweets,CANDY_AND_SWEETS,test brand @1598639215217,,TEST BRANDCODE @1598639215217
1165,511111400608,Grocery,,LIPTON TEA Leaves,0.0,LIPTON TEA Leaves
1166,511111019930,Baking,BAKING,test brand @1613158231643,0.0,TEST BRANDCODE @1613158231644
